college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,academic_score,total_skills,experience_score
Tier 1,8.38,1,1,1,3,3,1,1,2,53.7,Backend Developer,17.92,3,0,0.6394,7,12.5
Tier 1,6.4,1,1,0,2,1,1,2,2,43.6,Backend Developer,10.45,3,0,0.384,9,9.0
Tier 3,7.81,1,3,0,0,3,0,1,1,55.3,DevOps Engineer,9.38,1,3,0.5915,3,12.0
Tier 2,8.09,3,2,1,3,0,3,1,2,62.1,Data Scientist,23.25,2,2,0.6582,13,17.5
Tier 2,5.87,0,2,2,1,3,0,1,0,43.4,Junior Developer,5.24,2,4,0.3298,2,8.5
Tier 1,9.47,0,3,0,3,3,1,3,2,70.6,Backend Developer,17.75,3,0,0.8446,11,13.5
Tier 2,5.39,1,0,0,0,1,1,1,1,39.9,Junior Developer,4.4,2,4,0.2619,6,4.0
Tier 3,7.43,1,2,1,4,2,0,1,0,61.4,Backend Developer,9.05,1,0,0.5882,2,15.0
Tier 2,7.66,0,2,0,1,2,1,1,0,51.7,Data Scientist,16.21,2,2,0.556,5,7.5
Tier 3,6.16,0,0,3,3,6,2,0,2,45.9,Junior Developer,8.96,1,4,0.373,8,10.5
Tier 2,6.67,1,1,2,2,0,0,0,2,49.3,Data Analyst,6.27,2,1,0.4434,2,8.0
Tier 1,7.64,1,3,0,1,0,1,0,0,52.8,Software Engineer,16.09,3,6,0.5603,3,10.5
Tier 1,7.55,3,2,0,0,2,0,0,1,35.0,Data Analyst,6.26,3,1,0.45,1,15.0
Tier 3,5.34,2,0,2,1,3,1,2,1,37.2,Junior Developer,4.12,1,4,0.2415,8,10.5
Tier 1,4.22,2,1,1,2,2,1,1,1,39.7,Junior Developer,4.92,3,4,0.1438,6,13.0
Tier 2,7.95,2,2,0,0,4,0,2,1,50.6,Backend Developer,10.52,2,0,0.5788,5,14.0
Tier 1,6.59,0,2,2,3,1,0,0,1,40.9,DevOps Engineer,6.33,3,3,0.3876,1,9.5
Tier 3,6.18,1,3,1,1,3,1,1,1,65.2,Backend Developer,9.72,1,0,0.4849,6,13.5
Tier 3,8.46,1,2,0,0,0,1,1,3,72.5,Web Developer,14.85,1,7,0.7544,8,7.0
Tier 2,8.31,2,5,3,2,1,1,2,0,68.9,Web Developer,15.47,2,7,0.7189,7,20.0
Tier 3,8.93,1,3,0,0,2,1,1,1,63.7,DevOps Engineer,19.23,1,3,0.7513,6,11.0
Tier 3,6.59,1,0,0,4,2,3,1,1,49.9,DevOps Engineer,9.97,1,3,0.4388,12,11.0
Tier 2,6.95,1,1,0,0,2,1,1,1,33.1,Data Analyst,10.16,2,1,0.3792,6,7.0
Tier 2,8.14,0,3,1,0,2,2,1,3,61.1,Data Scientist,22.04,2,2,0.6575,11,8.0
Tier 2,7.67,1,2,0,0,0,0,0,1,58.9,Data Analyst,6.67,2,1,0.598,1,7.0
Tier 2,6.88,0,2,2,2,4,1,4,0,62.2,Backend Developer,10.37,2,0,0.5378,11,11.0
Tier 1,7.76,4,1,0,1,1,1,1,0,61.4,Data Scientist,15.33,3,2,0.6212,5,16.5
Tier 2,5.86,0,2,1,2,1,1,3,0,40.0,Web Developer,6.17,2,7,0.3095,9,8.0
Tier 2,7.16,3,1,1,1,2,0,0,1,57.2,DevOps Engineer,6.33,2,3,0.5373,1,14.5
Tier 3,4.55,1,3,1,0,1,0,2,2,31.8,Junior Developer,3.62,1,4,0.1318,6,10.0
Tier 1,8.59,1,3,1,0,2,0,0,2,66.3,Web Developer,6.51,3,7,0.7321,2,11.0
Tier 2,5.18,2,2,1,1,0,1,2,1,27.9,Junior Developer,4.5,2,4,0.1726,8,11.5
Tier 2,4.0,1,2,1,2,3,1,2,1,39.7,Junior Developer,4.64,2,4,0.1218,8,13.0
Tier 3,7.03,1,3,1,3,0,0,2,0,39.9,Backend Developer,8.2,1,0,0.4259,4,13.5
Tier 2,6.12,2,0,2,1,3,0,2,3,39.8,Junior Developer,7.82,2,4,0.3343,7,10.5
Tier 3,4.6,0,3,2,0,2,1,1,2,30.6,Junior Developer,4.31,1,4,0.13,7,8.0
Tier 3,8.27,0,3,0,1,3,1,1,1,56.7,Backend Developer,14.81,1,0,0.6455,6,10.5
Tier 2,6.09,4,0,2,0,3,2,0,1,49.7,Junior Developer,9.08,2,4,0.3877,7,15.0
Tier 2,6.46,1,3,1,1,1,2,1,1,60.9,Software Engineer,10.15,2,6,0.4884,9,11.5
Tier 3,8.03,0,2,1,5,1,2,2,1,63.4,ML Engineer,17.52,1,5,0.6596,11,12.5
Tier 2,7.64,1,2,1,4,1,0,4,0,44.9,Backend Developer,10.42,2,0,0.5154,8,14.0
Tier 3,8.0,1,0,2,0,0,0,2,2,55.4,Backend Developer,7.44,1,0,0.6111,6,3.0
Tier 2,6.73,1,3,1,1,5,0,0,1,37.7,Junior Developer,7.12,2,4,0.3834,1,15.5
Tier 3,6.18,0,0,0,4,2,0,0,3,32.9,Data Analyst,6.37,1,1,0.3011,3,8.0
Tier 2,7.04,1,2,1,2,3,0,0,2,46.2,Data Analyst,6.61,2,1,0.4627,2,13.0
Tier 2,7.45,0,1,3,2,4,1,3,1,59.0,DevOps Engineer,16.05,2,3,0.5766,10,9.0
Tier 2,4.0,1,2,0,0,2,0,1,2,31.5,Junior Developer,3.98,2,4,0.0751,4,9.0
Tier 2,9.71,1,1,0,2,2,0,2,1,64.0,Software Engineer,10.64,2,6,0.831,5,10.0
Tier 2,7.71,0,2,0,0,0,0,3,0,52.9,Software Engineer,10.47,2,6,0.5679,6,4.0
Tier 3,10.0,3,0,1,3,1,2,3,1,77.5,DevOps Engineer,19.84,1,3,0.9368,13,14.5
Tier 1,7.07,1,3,2,1,4,1,2,0,44.0,Backend Developer,16.29,3,0,0.4532,7,14.5
Tier 2,7.95,1,2,1,3,0,1,2,1,62.2,Backend Developer,16.51,2,0,0.6448,8,11.5
Tier 2,6.39,1,0,1,0,1,0,1,1,48.0,Backend Developer,7.34,2,0,0.408,3,4.0
Tier 1,8.19,0,3,0,2,0,0,1,0,66.7,Backend Developer,10.36,3,0,0.6944,2,9.0
Tier 3,6.51,1,4,1,1,2,1,0,0,49.7,Junior Developer,9.35,1,4,0.4297,3,14.5
Tier 2,8.42,2,1,0,0,2,2,1,1,81.1,Data Scientist,23.89,2,2,0.7993,9,10.0
Tier 3,8.2,2,2,0,3,3,1,3,2,73.9,Backend Developer,18.15,1,0,0.7364,11,17.5
Tier 3,8.33,0,1,1,1,4,0,5,0,65.9,Backend Developer,10.69,1,0,0.7038,10,7.5
Tier 2,7.06,2,1,0,2,2,1,3,1,53.1,Software Engineer,15.85,2,6,0.504,10,13.0
Tier 3,4.89,0,2,2,2,1,0,1,0,29.2,Junior Developer,3.79,1,4,0.151,2,8.0
Tier 2,7.98,1,1,0,2,2,1,2,2,48.4,DevOps Engineer,16.36,2,3,0.5693,9,10.0
Tier 1,9.2,3,1,0,0,3,0,0,2,48.6,Backend Developer,6.8,3,0,0.6924,2,14.0
Tier 2,6.41,1,2,4,2,1,2,1,2,57.8,Junior Developer,8.81,2,4,0.4658,10,11.0
Tier 3,6.34,0,1,0,3,2,2,2,0,49.2,Software Engineer,10.3,1,6,0.4098,10,8.5
Tier 3,6.9,0,6,2,3,2,2,1,2,55.8,Web Developer,10.11,1,7,0.5034,10,18.5
Tier 1,6.82,1,3,0,1,4,2,1,1,50.5,Software Engineer,9.99,3,6,0.4652,9,14.5
Tier 1,6.38,1,4,2,2,3,1,0,1,59.5,Backend Developer,9.61,3,0,0.4724,4,17.0
Tier 1,6.72,1,0,0,1,0,1,1,1,43.7,Backend Developer,10.31,3,0,0.4165,6,4.5
Tier 2,6.08,1,5,0,3,2,1,1,2,47.2,Data Analyst,9.75,2,1,0.3724,7,19.5
Tier 3,8.08,3,0,1,0,1,1,1,0,67.0,Backend Developer,13.38,1,0,0.6851,5,10.0
Tier 3,6.32,1,1,0,1,4,1,3,1,49.4,Backend Developer,10.44,1,0,0.409,10,10.5
Tier 2,6.19,1,6,2,1,2,0,4,1,41.0,Backend Developer,7.52,2,0,0.3482,9,18.5
Tier 2,5.58,0,4,0,2,2,1,0,0,42.9,Junior Developer,6.36,2,4,0.298,3,13.0
Tier 2,6.26,0,2,0,1,0,2,1,2,49.4,Junior Developer,9.0,2,4,0.403,10,5.5
Tier 2,5.8,3,1,1,4,1,0,1,2,36.2,Junior Developer,4.95,2,4,0.2818,4,18.0
Tier 2,7.28,2,1,0,2,3,2,0,0,65.8,Data Scientist,16.38,2,2,0.5983,6,14.0
Tier 1,8.09,4,1,0,0,4,1,2,3,63.3,DevOps Engineer,19.2,3,3,0.665,10,18.0
Tier 2,7.49,2,2,1,0,3,0,0,1,54.6,Junior Developer,6.65,2,4,0.5555,1,13.0
Tier 1,7.09,1,1,0,1,0,1,0,1,68.7,Data Analyst,13.74,3,1,0.5958,4,6.5
Tier 3,7.53,1,1,1,0,0,2,0,1,50.8,Backend Developer,12.53,1,0,0.5379,7,5.0
Tier 3,6.01,0,4,0,1,2,0,0,2,38.0,Data Analyst,6.31,1,1,0.3131,2,11.5
Tier 2,8.33,2,2,1,1,0,0,3,1,47.4,Backend Developer,10.41,2,0,0.5986,7,11.5
Tier 2,6.42,1,0,0,1,1,0,2,1,48.7,Backend Developer,8.16,2,0,0.415,5,5.5
Tier 2,7.19,1,3,0,2,3,2,1,0,57.4,Data Scientist,16.08,2,2,0.5415,8,15.0
Tier 2,8.15,0,1,0,1,3,0,1,2,65.6,Data Analyst,10.84,2,1,0.6841,4,6.5
Tier 3,7.54,1,3,0,2,3,2,1,2,64.5,Data Scientist,16.22,1,2,0.6169,10,15.0
Tier 2,6.77,0,3,1,1,2,1,1,3,48.5,Web Developer,9.39,2,7,0.4488,8,9.5
Tier 2,6.12,1,1,4,3,1,0,1,2,47.2,Data Analyst,7.82,2,1,0.3764,4,10.5
Tier 3,8.83,1,4,0,3,1,0,1,2,63.1,Backend Developer,10.19,1,0,0.7379,4,16.5
Tier 1,6.96,1,1,0,0,1,0,1,0,34.0,Web Developer,8.22,3,7,0.3853,2,6.0
Tier 2,7.41,2,3,2,1,3,1,1,3,58.0,Junior Developer,9.49,2,4,0.5669,8,16.5
Tier 1,6.55,0,0,1,0,1,1,1,0,40.1,Software Engineer,9.84,3,6,0.379,5,1.0
Tier 3,5.61,0,2,1,2,4,2,0,2,48.5,Junior Developer,6.06,1,4,0.3328,8,11.0
Tier 2,5.73,0,0,1,0,3,0,1,0,40.8,Web Developer,4.33,2,7,0.301,2,3.0
Tier 3,6.98,1,0,2,1,5,0,1,0,50.6,Backend Developer,5.93,1,0,0.4818,2,9.5
Tier 3,6.97,2,2,0,3,1,1,1,2,55.1,Web Developer,10.03,1,7,0.5064,7,15.5
Tier 1,6.67,1,3,0,2,1,0,1,1,47.4,Backend Developer,7.95,3,0,0.4326,3,13.0
Tier 2,7.01,1,4,0,2,2,2,2,0,56.5,Software Engineer,15.83,2,6,0.5184,10,16.0
Tier 3,8.72,2,1,0,4,2,3,2,0,74.9,ML Engineer,24.52,1,5,0.794,13,16.0
Tier 2,6.08,0,4,3,1,2,1,3,0,48.0,Backend Developer,9.79,2,0,0.377,9,11.5
Tier 3,6.44,1,3,2,2,3,2,1,1,51.6,Junior Developer,8.7,1,4,0.4335,9,15.0
Tier 2,7.12,0,4,1,4,2,1,2,1,60.7,Backend Developer,15.92,2,0,0.5533,8,16.0
Tier 2,7.4,0,3,0,1,6,2,1,2,53.9,Data Scientist,15.57,2,2,0.5426,10,13.5
Tier 1,10.0,2,2,1,1,1,0,0,1,72.7,Backend Developer,5.89,3,0,0.9095,1,12.5
Tier 2,8.1,2,0,2,1,2,0,2,3,66.1,DevOps Engineer,10.9,2,3,0.682,7,9.5
Tier 2,7.59,2,5,0,1,4,1,2,2,67.9,DevOps Engineer,15.84,2,3,0.6412,9,21.5
Tier 2,7.41,1,0,1,3,3,0,2,0,60.9,Backend Developer,10.24,2,0,0.5834,4,10.5
Tier 3,8.02,1,1,1,1,1,1,2,2,65.9,Web Developer,14.42,1,7,0.6728,9,7.5
Tier 1,7.25,1,1,2,3,2,1,0,0,48.1,Data Scientist,16.34,3,2,0.4946,3,11.5
Tier 1,6.85,0,2,1,2,1,1,2,1,47.7,Software Engineer,10.08,3,6,0.4523,8,8.0
Tier 3,8.07,0,2,0,1,0,0,1,3,53.4,Data Analyst,8.66,1,1,0.6067,5,5.5
Tier 3,6.68,1,2,1,2,5,1,0,0,53.0,Software Engineer,10.24,1,6,0.4654,3,15.0
Tier 2,6.63,1,2,1,3,4,1,1,1,57.7,DevOps Engineer,10.39,2,3,0.4872,6,15.5
Tier 2,7.65,4,5,0,0,2,0,0,2,57.0,Data Analyst,6.52,2,1,0.5852,2,24.0
Tier 3,6.74,1,1,0,1,4,0,2,1,53.1,Web Developer,7.83,1,7,0.472,5,10.5
Tier 3,5.67,0,0,0,3,1,1,0,2,44.7,Junior Developer,6.03,1,4,0.3172,5,5.5
Tier 2,9.15,3,5,1,0,0,2,2,2,80.1,Data Scientist,24.23,2,2,0.8666,12,19.0
Tier 2,7.19,0,1,1,0,4,0,1,0,57.3,Backend Developer,9.08,2,0,0.5409,2,6.0
Tier 3,7.51,2,1,1,1,0,1,1,2,58.3,DevOps Engineer,12.73,1,3,0.5786,7,9.5
Tier 3,5.95,0,6,0,2,1,0,4,0,36.3,Web Developer,5.03,1,7,0.2974,8,16.0
Tier 2,8.72,0,1,2,1,2,0,1,1,62.6,Data Analyst,10.37,2,1,0.7241,3,5.5
Tier 2,6.5,0,2,1,3,4,2,3,0,64.5,Software Engineer,9.52,2,6,0.5129,12,12.5
Tier 1,8.35,0,1,0,1,3,2,1,2,62.1,Data Scientist,24.15,3,2,0.6842,10,6.5
Tier 1,6.19,1,1,0,1,0,0,1,0,46.5,Software Engineer,8.39,3,6,0.3795,2,6.5
Tier 3,4.12,2,2,2,3,5,1,0,2,42.4,Junior Developer,4.49,1,4,0.1491,5,19.5
Tier 2,8.46,1,2,2,1,1,0,1,0,49.3,DevOps Engineer,10.34,2,3,0.6224,2,9.5
Tier 2,6.72,1,1,2,1,2,2,0,0,61.0,Software Engineer,10.31,2,6,0.515,6,8.5
Tier 2,7.0,0,2,0,3,5,0,3,1,59.3,DevOps Engineer,10.87,2,3,0.5333,7,13.5
Tier 3,5.71,3,0,2,2,1,0,1,1,43.2,Junior Developer,4.55,1,4,0.3127,3,13.0
Tier 2,8.2,0,0,1,0,6,1,2,2,62.8,DevOps Engineer,20.06,2,3,0.6732,9,6.0
Tier 2,7.72,1,1,1,6,4,0,4,0,51.1,Web Developer,10.3,2,7,0.5586,8,18.0
Tier 1,9.06,3,1,1,2,2,3,1,2,63.7,DevOps Engineer,20.08,3,3,0.7643,13,16.0
Tier 3,6.57,0,1,1,1,3,1,1,2,42.7,Junior Developer,9.19,1,4,0.3958,7,6.5
Tier 3,10.0,1,2,0,1,2,2,2,2,68.5,ML Engineer,24.15,1,5,0.8856,12,10.5
Tier 3,7.17,1,1,1,0,3,1,3,1,56.8,Backend Developer,14.4,1,0,0.5361,10,8.0
Tier 3,5.68,0,2,0,1,1,1,1,2,44.6,Junior Developer,5.82,1,4,0.3176,7,6.5
Tier 2,6.33,1,2,1,1,1,0,2,2,35.1,Software Engineer,8.04,2,6,0.3286,6,9.5
Tier 1,7.12,1,1,1,1,1,2,1,2,57.3,Junior Developer,8.73,3,4,0.5339,10,7.5
Tier 2,8.21,1,4,0,2,2,1,1,1,55.6,Backend Developer,17.61,2,0,0.6332,6,16.0
Tier 3,6.91,2,1,0,1,0,0,1,1,55.7,Web Developer,8.16,1,7,0.5038,3,9.5
Tier 1,7.44,0,3,1,1,1,1,0,4,55.8,Data Analyst,12.86,3,1,0.5574,7,8.5
Tier 3,6.86,1,3,0,0,2,0,0,1,51.5,DevOps Engineer,6.26,1,3,0.4749,1,11.0
Tier 2,7.51,2,0,1,2,2,2,2,1,67.4,Backend Developer,15.85,2,0,0.6304,11,11.0
Tier 1,6.56,0,0,0,1,2,0,2,1,42.6,Backend Developer,8.12,3,0,0.3943,5,3.5
Tier 3,6.52,2,1,0,1,1,1,0,0,52.3,Junior Developer,8.46,1,4,0.4455,3,10.5
Tier 3,8.77,0,1,0,1,4,0,1,1,67.5,Web Developer,10.1,1,7,0.7569,3,7.5
Tier 3,7.34,1,2,1,1,3,1,0,0,58.2,Data Scientist,11.42,1,2,0.561,3,11.5
Tier 3,8.17,1,2,0,1,1,1,2,1,62.3,Backend Developer,15.79,1,0,0.6674,8,9.5
Tier 3,5.95,1,1,1,2,2,1,2,1,45.8,Junior Developer,5.84,1,4,0.3515,8,10.0
Tier 2,6.42,0,1,1,1,1,0,2,3,43.8,Backend Developer,7.63,2,0,0.3871,7,4.5
Tier 3,5.57,1,0,0,3,0,1,2,0,43.7,Junior Developer,5.8,1,4,0.3015,7,7.5
Tier 1,7.67,3,2,1,2,5,1,2,1,58.1,Backend Developer,16.35,3,0,0.5935,8,21.0
Tier 2,6.61,0,1,3,0,5,0,1,0,45.0,Backend Developer,6.93,2,0,0.4129,2,7.0
Tier 2,6.23,0,4,1,1,1,1,2,2,41.8,Backend Developer,10.38,2,0,0.3567,9,10.5
Tier 2,6.67,1,1,1,0,4,2,2,0,46.4,Backend Developer,9.96,2,0,0.4269,10,9.0
Tier 2,7.55,1,0,1,2,0,1,2,0,64.1,Backend Developer,15.89,2,0,0.6156,7,6.0
Tier 2,7.19,0,0,0,1,4,0,0,2,43.9,Data Analyst,6.93,2,1,0.4647,2,5.5
Tier 2,5.82,1,2,0,3,0,1,1,2,32.8,Junior Developer,6.22,2,4,0.2645,7,11.5
Tier 3,7.0,0,0,2,1,1,1,0,0,44.8,Data Scientist,6.51,1,2,0.4508,3,2.5
Tier 1,6.87,1,1,1,2,2,0,1,0,50.1,Web Developer,8.02,3,7,0.4679,2,10.0
Tier 2,7.78,0,1,0,3,1,1,0,1,68.9,Data Scientist,15.96,2,2,0.6659,4,7.5
Tier 2,4.26,1,3,0,1,2,1,1,2,32.2,Junior Developer,5.03,2,4,0.1051,7,12.5
Tier 3,7.21,1,2,0,0,3,1,4,0,54.6,Backend Developer,16.0,1,0,0.5275,11,10.0
Tier 2,4.38,1,1,0,1,2,0,1,0,31.7,Junior Developer,3.52,2,4,0.1142,2,8.5
Tier 3,8.5,0,0,0,4,2,0,1,0,61.1,DevOps Engineer,8.83,1,3,0.6935,2,8.0
Tier 2,7.01,0,2,0,2,3,1,0,0,40.9,Data Scientist,14.71,2,2,0.4296,3,10.0
Tier 2,6.49,1,0,1,0,1,2,0,1,59.5,Software Engineer,10.06,2,6,0.4834,7,4.0
Tier 2,6.3,2,3,1,3,3,1,1,2,38.4,Software Engineer,10.21,2,6,0.3444,7,19.5
Tier 2,9.17,2,1,0,0,2,1,2,2,70.2,DevOps Engineer,19.63,2,3,0.8123,9,10.0
Tier 2,7.84,1,1,1,5,4,0,1,0,53.7,Backend Developer,10.37,2,0,0.5854,2,16.5
Tier 2,7.96,1,2,0,3,0,1,1,1,56.7,Backend Developer,15.73,2,0,0.6145,6,11.5
Tier 1,8.26,1,1,0,2,1,2,1,3,70.9,DevOps Engineer,20.24,3,3,0.7253,11,9.0
Tier 3,7.63,0,1,0,0,3,0,3,2,45.5,Backend Developer,10.18,1,0,0.5178,8,5.0
Tier 3,6.53,0,3,0,1,1,1,2,0,51.6,Backend Developer,10.13,1,0,0.4425,7,8.5
Tier 2,7.75,0,2,0,1,3,2,1,0,65.4,Backend Developer,16.07,2,0,0.643,8,8.5
Tier 1,7.02,1,1,0,2,0,1,3,1,44.2,DevOps Engineer,15.57,3,3,0.4494,10,8.0
Tier 1,5.28,1,0,0,0,1,3,1,0,58.3,Junior Developer,4.63,3,4,0.3556,11,4.0
Tier 2,5.92,0,3,1,0,4,1,1,1,52.0,Junior Developer,5.7,2,4,0.3837,6,10.0
Tier 1,5.99,1,2,0,1,3,0,2,1,51.2,Junior Developer,4.66,3,4,0.3862,5,11.5
Tier 3,5.69,0,0,0,2,2,1,1,1,56.2,Junior Developer,5.74,1,4,0.3846,6,5.0
Tier 3,8.21,1,1,0,0,2,3,2,1,62.6,ML Engineer,19.74,1,5,0.6731,14,7.0
Tier 1,6.1,0,5,0,2,5,0,2,1,39.9,Backend Developer,8.21,3,0,0.3329,5,18.0
Tier 2,8.41,3,3,0,1,6,2,1,1,73.1,DevOps Engineer,19.92,2,3,0.7528,9,22.5
Tier 3,4.9,2,4,1,2,5,1,1,1,35.5,Junior Developer,4.59,1,4,0.1879,6,22.0
Tier 3,6.75,1,1,1,0,2,0,1,0,49.0,Backend Developer,5.86,1,0,0.4497,2,7.0
Tier 3,8.85,1,0,0,4,2,2,1,2,82.6,Software Engineer,20.64,1,6,0.8509,10,11.0
Tier 2,6.54,2,1,0,4,3,2,0,0,66.4,Software Engineer,9.7,2,6,0.5277,6,17.0
Tier 3,5.5,2,2,0,3,0,2,0,0,48.2,Junior Developer,5.64,1,4,0.3201,6,14.5
Tier 2,7.83,4,2,2,1,1,0,2,1,55.2,DevOps Engineer,10.57,2,3,0.593,5,18.5
Tier 1,6.75,1,2,0,3,2,0,1,4,42.3,Web Developer,8.42,3,7,0.4116,6,13.5
Tier 2,6.14,4,3,0,1,4,0,1,1,34.0,Data Analyst,8.26,2,1,0.3033,3,23.5
Tier 3,6.66,1,1,0,1,1,3,2,0,55.8,Software Engineer,10.19,1,6,0.4794,13,7.5
Tier 2,5.36,1,0,2,0,2,0,1,0,39.2,Junior Developer,3.12,2,4,0.2549,2,5.0
Tier 3,6.86,2,2,1,1,2,1,1,1,55.5,Web Developer,10.37,1,7,0.4977,6,13.5
Tier 2,8.83,2,2,0,0,2,0,0,1,62.7,Web Developer,6.79,2,7,0.7356,1,12.0
Tier 2,6.17,0,3,0,1,6,1,1,3,41.2,Backend Developer,9.67,2,0,0.3473,8,13.5
Tier 3,5.61,3,1,1,1,1,0,3,1,29.7,Web Developer,5.13,1,7,0.2259,7,13.5
Tier 3,9.14,2,4,0,2,2,2,2,2,75.2,DevOps Engineer,20.07,1,3,0.8378,12,19.0
Tier 1,8.28,2,1,0,1,0,2,2,2,64.1,DevOps Engineer,19.41,3,3,0.6886,12,9.5
Tier 2,7.04,0,2,0,1,3,1,2,1,53.2,Software Engineer,16.35,2,6,0.5026,8,8.5
Tier 2,8.76,0,3,0,0,3,0,2,2,58.5,DevOps Engineer,10.62,2,3,0.7047,6,9.0
Tier 2,5.45,4,2,0,1,3,1,0,1,38.9,Junior Developer,4.78,2,4,0.2622,4,20.5
Tier 2,7.58,3,2,1,1,2,1,2,2,52.9,Data Scientist,16.36,2,2,0.5549,9,16.5
Tier 3,7.67,1,3,0,2,3,2,0,0,66.5,ML Engineer,15.29,1,5,0.6413,6,15.0
Tier 2,5.06,0,3,0,1,1,1,1,0,28.8,Junior Developer,5.22,2,4,0.1657,5,8.5
Tier 1,6.56,1,4,1,1,5,0,4,0,45.3,Backend Developer,7.98,3,0,0.4096,8,17.5
Tier 1,9.64,1,1,0,2,4,0,0,1,67.6,Data Analyst,6.76,3,1,0.8445,1,12.0
Tier 2,7.67,0,0,0,0,2,0,1,1,56.1,Backend Developer,9.66,2,0,0.5821,3,2.0
Tier 2,6.46,0,0,0,0,0,0,2,3,35.0,Backend Developer,7.97,2,0,0.341,7,0.0
Tier 1,8.75,1,1,0,0,2,1,1,0,67.8,Software Engineer,22.82,3,6,0.7567,5,7.0
Tier 2,5.73,2,5,1,3,2,2,1,1,51.6,Junior Developer,5.91,2,4,0.3625,9,22.5
Tier 3,5.52,0,1,0,2,2,0,0,1,33.6,Junior Developer,4.69,1,4,0.2391,1,7.0
Tier 1,7.12,1,1,1,2,4,0,1,0,62.0,Backend Developer,10.59,3,0,0.5606,2,12.0
Tier 3,7.44,2,2,2,1,0,1,0,0,58.2,Data Scientist,10.82,1,2,0.571,3,11.5
Tier 2,7.91,0,0,1,4,1,1,2,0,62.1,Backend Developer,16.06,2,0,0.6402,7,7.0
Tier 2,8.58,0,1,1,2,3,1,1,2,63.3,Software Engineer,21.93,2,6,0.714,7,8.0
Tier 3,6.62,1,1,4,2,2,0,4,1,42.8,DevOps Engineer,7.8,1,3,0.4014,9,10.0
Tier 2,5.1,0,0,1,2,1,0,1,1,36.6,Junior Developer,3.66,2,4,0.2141,3,4.0
Tier 2,5.39,1,3,0,2,1,1,0,1,42.3,Junior Developer,4.54,2,4,0.2756,4,13.0
Tier 2,7.09,1,1,0,2,4,0,3,1,44.3,Backend Developer,11.06,2,0,0.4569,7,12.0
Tier 3,4.83,2,1,0,1,4,0,1,0,28.3,Junior Developer,3.33,1,4,0.1399,2,13.5
Tier 3,8.2,2,4,2,1,2,2,3,1,71.4,Backend Developer,17.96,1,0,0.7221,13,17.5
Tier 2,5.54,1,1,1,3,2,1,0,1,40.5,Junior Developer,5.4,2,4,0.2803,4,11.5
Tier 3,7.18,2,0,1,3,2,1,2,1,48.3,Web Developer,13.82,1,7,0.4887,8,12.5
Tier 1,5.98,1,2,0,3,3,2,2,0,49.4,Web Developer,5.8,3,7,0.375,10,14.5
Tier 2,8.25,1,2,1,2,0,1,0,1,67.1,Data Scientist,17.85,2,2,0.7027,4,10.0
Tier 2,7.3,0,1,0,0,1,1,2,1,49.5,Junior Developer,8.23,2,4,0.5075,8,3.0
Tier 2,6.91,1,1,2,2,4,0,2,0,40.2,Backend Developer,8.38,2,0,0.4156,4,12.0
Tier 1,8.43,0,3,0,0,3,3,2,1,66.0,Backend Developer,18.2,3,0,0.7144,14,9.0
Tier 2,5.68,0,1,2,0,1,1,1,0,36.4,Junior Developer,6.08,2,4,0.271,5,3.0
Tier 1,9.87,1,1,0,2,0,0,0,1,66.9,DevOps Engineer,6.06,3,3,0.8635,1,8.0
Tier 1,6.81,1,1,2,2,4,1,2,2,38.5,DevOps Engineer,9.85,3,3,0.3959,9,12.0
Tier 2,7.85,1,2,0,2,0,0,0,3,57.8,Web Developer,6.05,2,7,0.6098,3,10.0
Tier 3,6.03,1,5,0,2,6,1,0,2,50.5,Data Analyst,10.32,1,1,0.3862,5,22.0
Tier 2,7.85,0,1,2,1,3,1,2,0,46.5,Web Developer,15.26,2,7,0.5455,7,6.5
Tier 2,7.3,0,2,0,0,3,2,0,2,44.9,Data Scientist,16.61,2,2,0.4814,8,7.0
Tier 2,7.02,2,5,1,1,3,0,0,1,55.1,Backend Developer,6.84,2,0,0.5114,1,20.5
Tier 1,6.28,1,1,2,3,1,1,1,2,42.3,Backend Developer,10.0,3,0,0.3646,7,10.5
Tier 2,6.1,0,1,1,1,1,1,4,0,53.5,Backend Developer,9.99,2,0,0.4103,11,4.5
Tier 1,6.02,1,1,0,2,1,0,2,0,30.2,Backend Developer,8.33,3,0,0.2697,4,9.0
Tier 2,8.65,2,1,1,1,2,0,1,0,60.4,Web Developer,10.86,2,7,0.7045,2,11.5
Tier 2,6.27,1,2,0,1,0,2,2,0,65.5,Backend Developer,9.77,2,0,0.4956,10,8.5
Tier 3,6.54,2,4,1,3,2,1,2,1,44.0,Backend Developer,10.06,1,0,0.4002,8,20.5
Tier 3,6.97,0,0,2,0,0,1,1,2,57.2,Backend Developer,8.6,1,0,0.5183,7,0.0
Tier 3,6.76,2,3,1,3,1,0,0,1,37.4,Data Analyst,6.49,1,1,0.3847,1,17.5
Tier 3,6.72,0,1,1,3,1,1,1,1,49.4,Backend Developer,10.18,1,0,0.449,6,7.5
Tier 1,6.61,3,1,1,1,2,0,0,1,31.6,DevOps Engineer,6.41,3,3,0.3367,1,14.5
Tier 2,8.41,0,2,1,2,3,1,1,0,65.8,Backend Developer,16.85,2,0,0.7113,5,10.0
