college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 3,6.62,1,1,4,2,2,0,4,1,42.8,DevOps Engineer,7.8,1,3,2.174751721484161
Tier 2,5.1,0,0,1,2,1,0,1,1,36.6,Junior Developer,3.66,2,4,1.5390154481375546
Tier 2,5.39,1,3,0,2,1,1,0,1,42.3,Junior Developer,4.54,2,4,1.7119945007591924
Tier 2,7.09,1,1,0,2,4,0,3,1,44.3,Backend Developer,11.06,2,0,2.4898941912990393
Tier 3,4.83,2,1,0,1,4,0,1,0,28.3,Junior Developer,3.33,1,4,1.4655675420143985
Tier 3,8.2,2,4,2,1,2,2,3,1,71.4,Backend Developer,17.96,1,0,2.942331496826876
Tier 2,5.54,1,1,1,3,2,1,0,1,40.5,Junior Developer,5.4,2,4,1.8562979903656263
Tier 3,7.18,2,0,1,3,2,1,2,1,48.3,Web Developer,13.82,1,7,2.695977619867941
Tier 1,5.98,1,2,0,3,3,2,2,0,49.4,Web Developer,5.8,3,7,1.916922612182061
Tier 2,8.25,1,2,1,2,0,1,0,1,67.1,Data Scientist,17.85,2,2,2.93651291389402
Tier 2,7.3,0,1,0,0,1,1,2,1,49.5,Junior Developer,8.23,2,4,2.222459048514761
Tier 2,6.91,1,1,2,2,4,0,2,0,40.2,Backend Developer,8.38,2,0,2.238579763018133
Tier 1,8.43,0,3,0,0,3,3,2,1,66.0,Backend Developer,18.2,3,0,2.954910279033736
Tier 2,5.68,0,1,2,0,1,1,1,0,36.4,Junior Developer,6.08,2,4,1.9572739077056285
Tier 1,9.87,1,1,0,2,0,0,0,1,66.9,DevOps Engineer,6.06,3,3,1.9544450515051506
Tier 1,6.81,1,1,2,2,4,1,2,2,38.5,DevOps Engineer,9.85,3,3,2.3841650799864684
Tier 2,7.85,1,2,0,2,0,0,0,3,57.8,Web Developer,6.05,2,7,1.9530276168241774
Tier 3,6.03,1,5,0,2,6,1,0,2,50.5,Data Analyst,10.32,1,1,2.4265710727750367
Tier 2,7.85,0,1,2,1,3,1,2,0,46.5,Web Developer,15.26,2,7,2.7887081041196646
Tier 2,7.3,0,2,0,0,3,2,0,2,44.9,Data Scientist,16.61,2,2,2.8684669225081145
Tier 2,7.02,2,5,1,1,3,0,0,1,55.1,Backend Developer,6.84,2,0,2.0592388343623163
Tier 1,6.28,1,1,2,3,1,1,1,2,42.3,Backend Developer,10.0,3,0,2.3978952727983707
Tier 2,6.1,0,1,1,1,1,1,4,0,53.5,Backend Developer,9.99,2,0,2.39698576841553
Tier 1,6.02,1,1,0,2,1,0,2,0,30.2,Backend Developer,8.33,3,0,2.2332350148592526
Tier 2,8.65,2,1,1,1,2,0,1,0,60.4,Web Developer,10.86,2,7,2.4731713935695794
Tier 2,6.27,1,2,0,1,0,2,2,0,65.5,Backend Developer,9.77,2,0,2.3767644911682972
Tier 3,6.54,2,4,1,3,2,1,2,1,44.0,Backend Developer,10.06,1,0,2.403334996094189
Tier 3,6.97,0,0,2,0,0,1,1,2,57.2,Backend Developer,8.6,1,0,2.2617630984737906
Tier 3,6.76,2,3,1,3,1,0,0,1,37.4,Data Analyst,6.49,1,1,2.0135687975291283
Tier 3,6.72,0,1,1,3,1,1,1,1,49.4,Backend Developer,10.18,1,0,2.414126467726953
Tier 1,6.61,3,1,1,1,2,0,0,1,31.6,DevOps Engineer,6.41,3,3,2.0028304393079956
Tier 2,8.41,0,2,1,2,3,1,1,0,65.8,Backend Developer,16.85,2,0,2.8820035082256483
Tier 3,6.87,1,2,0,0,6,0,1,1,40.5,Backend Developer,8.16,1,0,2.214846178686039
Tier 2,7.12,0,3,0,1,3,0,2,2,47.4,Backend Developer,10.12,2,0,2.4087452888224363
Tier 2,5.26,1,0,2,2,3,2,0,1,45.1,Junior Developer,4.35,2,4,1.6770965609079151
Tier 2,6.55,3,2,0,0,1,1,0,4,44.3,Data Analyst,9.57,2,1,2.3580197998821464
Tier 3,5.31,1,1,2,1,4,0,0,1,39.5,Junior Developer,3.66,1,4,1.5390154481375546
Tier 3,5.95,3,3,1,1,5,0,1,2,41.9,Junior Developer,4.77,1,4,1.7526720805200082
Tier 3,7.24,1,3,0,3,0,0,2,2,49.0,DevOps Engineer,10.32,1,3,2.4265710727750367
Tier 3,4.55,0,3,1,1,2,2,0,1,33.2,Junior Developer,4.21,1,4,1.6505798557652755
Tier 1,7.06,2,3,0,0,1,0,1,1,54.7,DevOps Engineer,10.2,3,3,2.4159137783010487
Tier 3,7.94,0,4,0,2,1,0,2,1,47.5,Backend Developer,10.64,1,0,2.454447442303292
Tier 3,4.18,3,7,0,1,2,0,1,0,32.7,Junior Developer,3.4,1,4,1.4816045409242156
Tier 2,5.62,0,6,0,1,0,0,2,1,38.4,Junior Developer,4.32,2,4,1.6714733033535532
Tier 2,7.9,0,2,1,2,1,0,2,0,55.5,Backend Developer,9.71,2,0,2.3711778844596574
Tier 3,7.51,0,0,0,0,1,0,1,0,56.7,Backend Developer,6.24,1,0,1.979621206397625
Tier 3,9.75,0,2,0,5,4,3,1,2,77.4,DevOps Engineer,19.85,1,3,3.0373539482448106
Tier 1,6.29,2,1,2,2,2,2,3,0,61.2,Backend Developer,9.98,3,0,2.3960754360813845
Tier 2,6.27,1,2,2,1,3,0,3,0,38.3,Web Developer,8.07,2,7,2.2049722641270453
Tier 1,8.36,1,2,1,0,1,3,2,1,55.4,Data Scientist,24.08,3,2,3.22207071576472
Tier 2,7.8,1,2,1,3,2,1,1,0,62.9,Software Engineer,15.88,2,6,2.826129489167811
Tier 1,6.73,0,2,0,1,5,1,1,0,53.4,Backend Developer,10.4,3,0,2.4336133554004498
Tier 2,8.15,2,1,0,1,0,1,0,3,60.5,Backend Developer,17.51,2,0,2.9183111265854063
Tier 1,7.26,1,6,1,0,2,0,0,1,48.7,Backend Developer,6.5,3,0,2.0149030205422647
Tier 2,7.42,0,0,1,2,3,1,1,1,53.5,Data Analyst,13.6,2,1,2.681021528714291
Tier 2,4.84,1,1,0,1,0,2,1,0,39.9,Junior Developer,4.16,2,4,1.6409365794934714
Tier 2,6.51,2,5,1,1,2,0,2,1,37.6,Backend Developer,7.53,2,0,2.143589361503588
Tier 3,5.87,3,0,0,2,1,1,1,1,39.5,Web Developer,6.25,1,7,1.9810014688665833
Tier 1,4.77,1,1,0,0,1,0,0,2,34.7,Junior Developer,3.67,3,4,1.541159071680806
Tier 2,4.93,0,1,2,3,1,0,3,1,36.4,Junior Developer,4.08,2,4,1.6253112615903906
Tier 1,6.96,1,4,1,1,2,1,3,1,59.9,Web Developer,10.29,3,7,2.4239173781615704
Tier 3,5.42,1,1,0,3,3,1,1,0,36.7,Junior Developer,4.65,1,4,1.7316555451583497
Tier 1,7.88,2,2,1,3,4,0,1,0,48.5,Software Engineer,10.54,3,6,2.4458192610799534
Tier 1,7.46,0,4,0,2,1,1,0,0,59.3,Data Scientist,15.6,3,2,2.8094026953624978
Tier 2,7.68,2,2,0,2,4,1,2,2,45.4,Data Analyst,13.09,2,1,2.645465325910589
Tier 3,4.35,3,1,2,1,3,1,2,0,34.9,Junior Developer,4.5,1,4,1.7047480922384253
Tier 2,5.79,1,3,0,2,0,1,0,0,38.6,Junior Developer,5.41,2,4,1.8578592709325787
Tier 2,6.09,1,1,1,1,2,1,1,1,49.1,Junior Developer,8.6,2,4,2.2617630984737906
Tier 2,6.51,1,1,2,2,3,2,1,1,65.1,Software Engineer,10.05,2,6,2.402430427963762
Tier 2,6.53,2,1,2,1,0,1,0,0,50.9,Software Engineer,9.89,2,6,2.387844936944869
Tier 3,7.66,1,5,0,2,1,2,1,2,57.5,Software Engineer,16.16,1,6,2.8425810940598164
Tier 2,6.75,1,3,2,2,3,1,1,1,49.4,DevOps Engineer,9.61,2,3,2.3617969526258915
Tier 2,5.56,0,1,0,1,2,2,0,2,46.7,Junior Developer,6.19,2,4,1.9726911717329554
Tier 3,5.98,1,1,0,1,3,0,1,1,39.6,Web Developer,5.55,1,7,1.8794650496471605
Tier 3,6.7,1,1,0,4,3,2,1,0,59.3,Software Engineer,9.84,1,6,2.3832429960115
Tier 3,6.28,1,1,1,2,2,1,2,2,49.1,Web Developer,10.18,1,7,2.414126467726953
Tier 2,8.02,0,3,0,1,0,1,1,2,63.8,Data Analyst,13.0,2,1,2.6390573296152584
Tier 2,7.6,0,0,0,1,2,1,2,0,51.6,Data Scientist,16.24,2,2,2.847232265235547
Tier 2,7.7,1,3,1,0,2,0,0,2,59.9,Data Analyst,6.11,2,1,1.9615022438151495
Tier 2,5.81,0,0,1,1,5,0,1,3,39.1,Junior Developer,4.89,2,4,1.7732559976634952
Tier 1,6.73,0,2,2,0,2,0,0,1,47.0,Data Analyst,6.65,3,1,2.0347056478384444
Tier 2,5.82,2,1,7,3,2,2,0,2,56.1,Junior Developer,6.04,2,4,1.951608170169951
Tier 3,7.4,1,2,0,3,1,1,2,2,57.7,DevOps Engineer,15.46,1,3,2.800933195248924
Tier 2,7.88,3,6,1,0,5,0,0,1,39.6,Data Analyst,6.09,2,1,1.958685340544036
Tier 1,6.26,0,1,1,1,1,0,3,2,43.3,Junior Developer,8.05,3,4,2.2027647577118348
Tier 3,6.42,0,1,0,0,1,2,2,1,73.8,Software Engineer,9.75,1,6,2.3749057545736716
Tier 2,5.24,2,1,1,1,2,0,1,0,43.5,Junior Developer,3.6,2,4,1.5260563034950492
Tier 2,7.0,2,0,3,1,1,0,1,0,48.9,Web Developer,7.33,2,7,2.1198634561787513
Tier 1,9.78,1,3,0,0,2,0,1,0,73.0,Software Engineer,10.08,3,6,2.405141681319138
Tier 2,5.73,0,2,0,1,0,1,1,2,44.1,Junior Developer,6.0,2,4,1.9459101490553132
Tier 2,8.11,1,2,0,0,1,1,0,1,66.2,Data Analyst,13.62,2,1,2.6823904543216326
Tier 1,7.76,0,3,1,1,2,0,1,1,51.2,DevOps Engineer,10.71,3,3,2.460443177609626
Tier 3,4.0,1,7,1,3,1,0,2,0,24.5,Junior Developer,3.51,1,4,1.506297153514587
Tier 1,8.44,1,3,1,2,0,1,1,0,58.9,Data Scientist,23.89,3,2,3.2144661163795005
Tier 1,5.52,3,2,1,1,2,0,3,0,43.2,Web Developer,4.53,3,7,1.7101878155342434
Tier 3,8.1,2,3,0,5,2,2,1,1,60.9,ML Engineer,20.04,1,5,3.046425387869509
Tier 1,7.14,1,4,0,0,1,1,1,0,51.2,Data Scientist,15.9,3,2,2.8273136219290276
Tier 2,5.26,2,2,0,0,1,0,1,2,39.8,Junior Developer,3.7,2,4,1.547562508716013
Tier 2,5.94,1,5,0,0,2,0,1,0,45.2,Web Developer,4.41,2,7,1.6882490928583902
Tier 3,5.66,1,3,1,0,1,0,0,1,35.5,Junior Developer,4.94,1,4,1.7817091333745536
Tier 2,8.05,1,2,0,0,0,0,1,2,49.4,DevOps Engineer,10.68,2,3,2.457877977400081
Tier 3,7.22,1,1,0,1,2,2,0,0,50.3,Data Scientist,13.55,1,2,2.6775909936175015
Tier 3,7.07,2,2,1,0,2,0,0,1,50.2,DevOps Engineer,6.33,1,3,1.9919755158985601
Tier 2,6.23,1,3,0,0,3,1,1,1,53.2,Backend Developer,9.74,2,0,2.3739750890807185
Tier 2,5.43,1,3,0,2,1,0,0,2,40.9,Junior Developer,3.45,2,4,1.4929040961781488
Tier 1,6.56,1,3,0,0,4,0,0,1,48.0,Data Analyst,6.23,3,1,1.9782390361706734
Tier 2,7.18,0,0,1,0,1,1,1,1,56.3,DevOps Engineer,13.38,2,3,2.6658383522929006
Tier 3,6.53,1,4,1,1,2,0,1,0,50.3,Software Engineer,7.58,1,6,2.149433913499871
Tier 2,6.2,1,4,1,2,3,1,0,0,39.5,Junior Developer,8.69,2,4,2.2710944259026746
Tier 2,9.39,0,2,0,1,3,2,2,1,74.2,DevOps Engineer,19.67,2,3,3.028683373693677
Tier 2,6.5,1,7,1,2,1,0,1,0,38.0,Backend Developer,8.17,2,0,2.2159372862683733
Tier 2,7.05,2,1,0,2,3,2,0,0,65.7,Data Scientist,16.31,2,2,2.851284369188118
Tier 3,6.19,0,1,2,1,3,1,1,1,45.6,Software Engineer,9.38,1,6,2.3398808777377424
Tier 1,7.68,1,3,0,1,1,1,2,2,49.5,Backend Developer,15.6,3,0,2.8094026953624978
Tier 1,8.28,0,1,0,1,0,1,1,2,61.7,DevOps Engineer,19.67,3,3,3.028683373693677
Tier 3,6.38,2,1,1,1,2,1,3,0,61.0,Web Developer,9.76,1,7,2.3758355547336385
Tier 3,6.61,0,2,0,2,4,1,0,3,55.9,Data Analyst,9.78,1,1,2.377692565480851
Tier 2,6.87,1,6,1,2,3,1,2,1,54.8,Backend Developer,9.83,2,0,2.382320061012899
Tier 3,6.58,1,3,1,3,0,0,2,2,52.8,DevOps Engineer,7.94,1,3,2.190535589185423
Tier 2,7.53,0,3,1,1,5,0,1,1,59.4,Backend Developer,10.12,2,0,2.4087452888224363
Tier 3,5.64,0,2,2,1,2,0,3,0,49.2,Junior Developer,4.68,1,4,1.7369512327330598
Tier 3,5.65,0,2,0,3,4,0,2,0,43.0,Junior Developer,4.98,1,4,1.7884205679625405
Tier 2,8.69,1,1,1,3,7,1,1,1,54.4,DevOps Engineer,19.99,2,3,3.0440461338325417
Tier 3,7.45,1,4,0,2,0,1,3,1,60.0,DevOps Engineer,15.78,1,3,2.8201877010390604
Tier 3,6.56,0,2,0,2,3,0,2,0,51.2,Backend Developer,7.73,1,0,2.166765369851511
Tier 3,7.92,1,6,0,2,2,4,0,1,65.5,Data Scientist,15.97,1,2,2.831447079246135
Tier 3,8.51,1,7,1,0,3,1,1,0,65.0,Data Scientist,17.77,1,2,2.9322598505984176
Tier 3,8.42,0,2,0,3,1,1,1,0,61.3,DevOps Engineer,14.08,1,3,2.71336936257981
Tier 2,8.83,2,3,0,0,4,0,2,2,50.2,Web Developer,10.53,2,7,2.4449523342809676
Tier 3,6.94,0,0,0,1,1,1,0,0,48.4,Junior Developer,8.55,1,4,2.256541154492639
Tier 2,7.7,5,2,0,1,2,0,2,1,54.6,Backend Developer,10.89,2,0,2.4756977107026903
Tier 2,6.11,0,1,2,2,3,0,1,0,36.3,Backend Developer,7.45,2,0,2.134166441369082
Tier 2,6.53,1,4,3,2,4,1,3,0,45.3,Backend Developer,10.18,2,0,2.414126467726953
Tier 2,5.7,1,0,0,2,1,1,2,0,39.9,Web Developer,5.89,2,7,1.9300710850255671
Tier 3,7.52,0,2,2,1,2,1,1,0,36.5,Backend Developer,10.33,1,0,2.427454075039915
Tier 1,10.0,0,4,2,1,2,1,3,1,64.1,Backend Developer,17.24,3,0,2.9036169846461855
Tier 2,6.43,2,2,1,2,3,2,2,1,42.6,Backend Developer,10.12,2,0,2.4087452888224363
Tier 3,8.3,1,3,1,2,2,0,0,1,57.5,Data Analyst,6.57,1,1,2.0241930674493576
Tier 3,7.02,1,1,2,0,4,0,1,1,46.4,DevOps Engineer,6.78,1,3,2.0515563381903004
Tier 2,6.32,1,0,1,2,0,2,2,1,58.1,Backend Developer,10.47,2,0,2.4397349311412793
Tier 2,7.07,1,3,0,0,0,0,1,1,56.5,Junior Developer,8.14,2,4,2.2126603854660587
Tier 2,7.11,1,1,2,2,4,1,2,1,62.9,Web Developer,15.41,2,7,2.7978909051019993
Tier 2,5.56,1,1,0,0,1,1,0,1,46.5,Junior Developer,6.11,2,4,1.9615022438151495
Tier 2,8.49,0,1,0,0,1,0,3,1,55.9,Web Developer,9.91,2,7,2.3896797998449792
Tier 2,5.69,1,1,2,1,3,0,1,3,44.4,Junior Developer,5.03,2,4,1.7967470107390942
Tier 3,7.42,2,4,0,0,0,0,0,2,46.9,Junior Developer,6.04,1,4,1.951608170169951
Tier 2,8.58,2,2,1,2,2,1,1,1,67.7,DevOps Engineer,20.31,2,3,3.0591764461105257
Tier 1,7.14,1,2,1,1,0,1,2,2,58.3,Data Analyst,13.57,3,1,2.6789646202071133
Tier 2,7.17,1,1,1,3,2,3,1,1,61.7,Data Scientist,16.23,2,2,2.8466520505398383
Tier 3,8.39,1,1,0,1,1,0,1,1,60.7,DevOps Engineer,9.19,1,3,2.321406847234633
Tier 2,8.89,0,3,1,1,2,0,1,0,69.8,Backend Developer,10.59,2,0,2.4501426573516603
Tier 2,9.41,0,1,3,1,2,1,0,1,61.0,DevOps Engineer,17.96,2,3,2.942331496826876
Tier 1,4.1,1,4,2,0,5,1,0,0,32.4,Junior Developer,4.08,3,4,1.6253112615903906
Tier 3,9.39,0,1,1,1,0,1,1,0,71.0,Data Scientist,15.55,1,2,2.806386101823072
Tier 2,5.77,2,3,0,2,5,0,1,0,40.8,Junior Developer,4.29,2,4,1.665818245870208
Tier 3,4.45,1,1,0,0,1,0,2,0,22.5,Junior Developer,3.25,1,4,1.4469189829363254
Tier 2,6.11,1,2,1,0,2,1,0,0,38.2,Software Engineer,9.38,2,6,2.3398808777377424
Tier 1,5.54,0,1,1,2,2,0,1,0,31.3,Web Developer,5.06,3,7,1.801709800081223
Tier 2,5.58,0,4,1,0,2,0,1,0,42.3,Web Developer,4.86,2,7,1.7681496035889213
Tier 2,6.48,2,3,1,1,1,1,0,2,46.2,Data Analyst,9.92,2,1,2.390595970316759
Tier 1,9.23,0,3,0,1,0,2,1,1,71.6,ML Engineer,31.13,3,5,3.469790173127767
Tier 2,5.51,0,3,1,1,2,0,0,1,48.6,Junior Developer,4.5,2,4,1.7047480922384253
Tier 2,4.0,1,0,2,2,3,2,1,1,40.6,Junior Developer,4.63,2,4,1.728109442151599
Tier 3,5.91,2,3,0,0,4,0,1,0,48.7,Web Developer,4.75,1,7,1.749199854809259
Tier 3,6.87,4,1,0,2,1,0,2,0,48.1,Backend Developer,8.31,1,0,2.231089091288976
Tier 3,8.07,0,1,0,3,0,2,1,1,63.8,Data Scientist,16.09,1,2,2.8384934971274993
Tier 1,8.41,1,3,0,1,1,2,3,1,66.8,Software Engineer,22.27,3,6,3.1471649773142003
Tier 2,7.57,0,2,0,1,3,1,1,1,61.4,Web Developer,15.5,2,7,2.803360380906535
Tier 2,5.68,1,2,0,1,1,2,0,1,54.7,Junior Developer,5.39,2,4,1.8547342683894434
Tier 2,6.19,1,4,2,5,1,1,2,1,33.4,Software Engineer,10.19,2,6,2.4150205223238337
Tier 1,6.18,3,2,1,1,2,0,1,3,55.2,Backend Developer,8.39,3,0,2.2396452932201716
Tier 2,6.85,0,1,1,1,1,2,1,1,46.6,DevOps Engineer,9.95,2,3,2.3933394562625097
Tier 3,7.6,2,1,1,3,0,2,1,2,63.0,Software Engineer,16.1,1,6,2.8390784635086144
Tier 3,8.05,0,2,0,1,4,2,1,1,67.3,DevOps Engineer,16.92,1,3,2.8859174075467844
Tier 2,6.39,0,0,0,2,0,1,4,0,51.5,Backend Developer,10.07,2,0,2.4042387467205457
Tier 1,6.38,1,1,1,2,1,1,1,3,57.6,Backend Developer,9.94,3,0,2.392425796993835
Tier 2,6.73,0,3,1,3,3,1,2,1,52.7,Backend Developer,9.87,2,0,2.386006701133118
Tier 3,7.78,0,0,1,4,5,0,1,1,47.5,Backend Developer,8.01,1,0,2.1983350716202463
Tier 3,6.19,1,2,0,2,2,0,1,1,32.8,Backend Developer,7.4,1,0,2.128231705849268
Tier 2,7.92,2,2,1,0,0,1,2,0,55.4,Backend Developer,16.03,2,0,2.834976494674597
Tier 3,7.79,0,1,1,0,4,0,0,1,63.1,DevOps Engineer,6.86,1,3,2.061786606441115
Tier 1,5.91,1,1,1,2,1,2,1,1,40.6,Web Developer,5.68,3,7,1.8991179875485542
Tier 1,7.51,0,1,0,3,2,0,1,0,51.2,Web Developer,10.33,3,7,2.427454075039915
Tier 2,5.64,0,2,1,1,3,0,2,1,39.2,Junior Developer,5.32,2,4,1.843719208158766
Tier 1,4.92,0,0,1,3,3,2,0,1,49.1,Junior Developer,5.34,3,4,1.8468787684491346
Tier 3,9.41,1,1,1,1,2,1,3,1,70.9,Backend Developer,17.6,1,0,2.9231615807191558
Tier 2,7.14,1,6,0,4,1,0,4,1,52.1,Web Developer,9.99,2,7,2.39698576841553
Tier 1,7.93,2,0,1,1,1,2,1,2,55.5,Web Developer,15.68,3,7,2.8142103969306005
Tier 2,6.67,0,2,0,0,3,0,1,0,50.9,Web Developer,8.25,2,7,2.224623551524334
Tier 2,7.13,2,5,0,1,3,0,0,1,49.3,DevOps Engineer,6.61,2,3,2.0294631718735947
Tier 1,6.56,2,1,1,3,1,1,2,2,45.2,Backend Developer,9.82,3,0,2.3813962734183356
Tier 2,5.93,1,0,3,0,4,2,0,0,57.7,Junior Developer,5.97,2,4,1.9416152247724325
Tier 1,6.24,3,3,1,2,1,0,0,1,48.8,Data Analyst,5.97,3,1,1.9416152247724325
Tier 2,7.49,1,4,1,0,1,0,1,0,55.7,DevOps Engineer,10.32,2,3,2.4265710727750367
Tier 2,7.01,3,3,0,0,1,0,1,0,43.6,Backend Developer,10.32,2,0,2.4265710727750367
Tier 1,6.62,1,5,0,1,1,0,1,0,43.2,Web Developer,7.71,3,7,2.1644717908644115
Tier 2,7.59,0,4,0,1,1,1,1,1,53.5,Web Developer,14.71,2,7,2.75429745226753
Tier 2,5.5,1,2,0,1,2,1,0,0,40.0,Junior Developer,6.17,2,4,1.969905654611529
Tier 3,5.79,2,1,1,2,2,1,1,2,47.4,Junior Developer,5.83,1,4,1.9213246735826988
Tier 3,6.85,0,3,2,0,1,1,0,1,57.6,Data Analyst,9.49,1,1,2.3504224224082058
Tier 1,6.99,1,2,1,4,4,1,0,3,47.4,Data Analyst,9.97,3,1,2.395164274287139
Tier 2,7.18,2,1,0,2,2,1,1,1,58.8,Software Engineer,16.58,2,6,2.866761892257031
Tier 2,6.65,1,1,2,1,0,2,2,1,52.1,Backend Developer,10.13,2,0,2.4096441652874536
Tier 1,6.99,2,2,1,3,6,1,3,1,44.5,DevOps Engineer,9.43,3,3,2.344686269012681
Tier 3,5.52,1,0,0,2,2,1,1,2,47.5,Web Developer,5.96,1,7,1.9401794743463283
Tier 2,5.93,0,5,1,2,2,0,3,1,25.3,Web Developer,4.59,2,7,1.7209792871670078
Tier 3,6.31,1,1,0,2,1,1,1,1,46.0,Junior Developer,8.76,1,4,2.278292400425001
Tier 2,8.19,3,3,0,5,2,1,1,2,65.0,Web Developer,15.79,2,7,2.8207834710894493
Tier 3,6.18,1,1,1,3,2,1,0,1,52.4,Data Analyst,9.66,1,1,2.3664984187376983
Tier 3,8.59,0,1,1,1,2,0,0,1,62.4,Data Analyst,6.25,1,1,1.9810014688665833
Tier 2,6.78,1,2,1,0,2,0,3,1,43.6,Web Developer,7.9,2,7,2.186051276738094
Tier 1,9.36,1,3,1,0,0,1,1,0,59.5,ML Engineer,30.29,3,5,3.443298557680791
Tier 3,7.74,1,2,1,1,1,2,1,1,72.4,Software Engineer,16.09,1,6,2.8384934971274993
Tier 2,6.78,1,3,0,1,1,0,2,1,45.7,Data Analyst,8.36,2,1,2.2364452904895007
Tier 3,5.4,2,1,3,1,1,1,1,0,41.0,Junior Developer,4.47,1,4,1.6992786164338898
Tier 1,4.94,0,1,0,3,1,1,1,0,36.7,Junior Developer,4.41,3,4,1.6882490928583902
Tier 3,4.9,0,1,0,1,2,0,1,0,33.4,Junior Developer,3.83,1,4,1.5748464676644813
Tier 3,8.28,0,2,0,1,2,0,4,1,63.8,Backend Developer,10.4,1,0,2.4336133554004498
Tier 3,7.33,2,3,1,2,1,0,1,0,48.7,Backend Developer,9.43,1,0,2.344686269012681
Tier 3,8.01,0,1,0,4,2,1,4,0,64.4,Web Developer,15.55,1,7,2.806386101823072
Tier 2,4.05,1,1,0,2,0,1,0,1,34.3,Junior Developer,4.56,2,4,1.715598108262491
Tier 2,7.41,0,0,1,2,2,1,0,0,58.5,Data Scientist,13.1,2,2,2.6461747973841225
Tier 1,8.33,1,3,0,2,1,0,1,0,54.4,Backend Developer,10.29,3,0,2.4239173781615704
Tier 2,7.72,2,3,0,3,0,0,2,0,50.5,Web Developer,10.15,2,7,2.411439497906128
Tier 2,8.38,3,4,0,3,0,2,1,3,69.0,Web Developer,15.11,2,7,2.779440197188883
Tier 2,6.93,0,2,4,1,3,1,1,0,51.2,Software Engineer,9.97,2,6,2.395164274287139
Tier 2,5.02,0,1,1,1,0,1,2,1,38.6,Junior Developer,4.1,2,4,1.62924053973028
Tier 1,7.45,2,1,2,1,2,4,0,0,53.3,Data Scientist,16.05,3,2,2.8361502037295256
Tier 3,7.28,0,1,1,2,3,0,1,0,45.2,Backend Developer,6.68,1,0,2.038619547159581
Tier 1,6.09,3,3,2,0,2,1,0,0,55.8,Junior Developer,8.89,3,4,2.2915241456346207
Tier 3,6.29,0,1,1,1,1,0,1,0,49.0,Backend Developer,5.25,1,0,1.8325814637483102
Tier 1,4.46,0,3,0,3,0,0,1,2,32.7,Junior Developer,3.75,3,4,1.55814461804655
Tier 3,6.27,0,3,0,2,1,3,1,1,61.4,Backend Developer,9.2,1,0,2.322387720290225
Tier 3,7.07,1,2,1,1,0,1,1,3,59.9,Data Analyst,12.63,1,1,2.612273245708441
Tier 2,6.65,2,2,0,1,1,1,2,2,54.6,Backend Developer,10.24,2,0,2.419478844465545
Tier 2,6.84,2,5,0,4,4,0,0,2,44.1,Junior Developer,6.27,2,4,1.9837562915454279
Tier 1,7.13,2,2,0,1,1,0,1,0,51.0,Backend Developer,10.4,3,0,2.4336133554004498
Tier 2,7.77,1,0,1,2,2,1,2,2,57.7,DevOps Engineer,16.06,2,3,2.836736542063533
Tier 3,7.45,1,2,2,1,4,0,0,2,55.1,Data Analyst,6.6,1,1,2.028148247292285
Tier 1,5.29,2,3,0,1,4,1,0,0,41.3,Junior Developer,4.67,3,4,1.7351891177396608
Tier 2,7.63,1,2,0,1,1,1,1,2,58.9,Software Engineer,16.58,2,6,2.866761892257031
Tier 1,9.15,1,2,0,3,6,1,0,0,74.4,Data Scientist,24.86,3,2,3.2526973733437115
Tier 3,7.09,1,2,1,2,1,2,0,2,45.0,Data Analyst,12.43,1,1,2.5974910105351463
Tier 1,7.78,2,2,0,2,3,0,3,1,47.5,DevOps Engineer,10.57,3,3,2.448415541205585
Tier 3,5.62,0,2,2,1,1,2,0,2,47.0,Junior Developer,5.7,1,4,1.9021075263969205
Tier 1,6.6,0,2,0,2,3,1,3,0,58.2,Backend Developer,9.37,3,0,2.3389170222414357
Tier 3,7.37,0,3,0,0,7,1,0,1,50.9,Data Scientist,13.73,1,2,2.689886230474539
Tier 2,5.74,1,2,2,1,0,0,1,1,36.5,Junior Developer,4.3,2,4,1.667706820558076
Tier 2,5.78,0,2,0,0,6,1,0,0,47.8,Junior Developer,5.17,2,4,1.8196988379172965
Tier 2,7.53,2,3,0,1,0,0,0,3,58.7,Data Analyst,6.99,2,1,2.0781907597781832
Tier 2,6.01,0,1,3,2,4,1,2,1,45.6,Junior Developer,8.12,2,4,2.21046980408624
Tier 1,5.96,0,0,3,0,3,0,0,2,47.7,Junior Developer,3.17,3,4,1.4279160358107101
Tier 1,7.9,1,2,0,1,2,1,1,2,55.5,Data Scientist,16.05,3,2,2.8361502037295256
Tier 1,5.67,0,3,1,1,2,2,0,0,46.6,Junior Developer,6.38,3,4,1.998773638612381
Tier 2,7.57,0,1,0,2,4,1,2,0,51.5,Software Engineer,15.27,2,6,2.7893229212309465
Tier 1,7.25,0,1,0,3,1,1,0,1,51.2,Data Scientist,16.02,3,2,2.834389123145228
Tier 2,8.04,2,2,1,1,0,0,1,0,54.8,Backend Developer,11.11,2,0,2.494031557565001
Tier 1,7.26,3,4,0,1,1,0,1,0,51.3,Backend Developer,10.49,3,0,2.4414770918606643
